fixed_costs,variable_cost_per_unit,price_per_unit,units_sold,marketing_spend,employee_count,total_revenue,total_costs,profit_or_loss,status
3169,33.18,94.37,2404,2098,130,226865.48,150031.72,76833.76,Profit
19556,35.11,46.27,1823,4351,56,84350.21,115912.53,-31562.32,Loss
7313,10.68,96.05,3804,8082,168,365374.2,140021.72,225352.48,Profit
9315,47.56,108.1,4041,11509,156,436832.1,291013.96,145818.14,Profit
9036,10.97,107.09,2131,8323,97,228208.79,89236.07,138972.72,Profit
1785,39.86,107.21,876,5107,3,93915.96,43309.36,50606.6,Profit
7139,16.92,35.26,1715,6007,191,60470.9,137663.8,-77192.9,Loss
7344,47.01,94.91,179,6434,151,16988.89,97692.79,-80703.9,Loss
19800,37.4,102.6,1467,9703,55,150514.2,111868.8,38645.4,Profit
15973,38.92,42.72,3837,5159,160,163916.64,250468.04,-86551.4,Loss
6619,14.86,17.34,1457,4898,84,25264.38,75168.02,-49903.64,Loss
2936,24.94,38.75,643,6742,28,24916.25,39714.42,-14798.17,Loss
4807,32.8,58.71,1087,11296,124,63817.77,113756.6,-49938.83,Loss
8151,39.65,83.18,2178,14877,8,181166.04,113385.7,67780.34,Profit
10493,9.68,58.94,3328,7111,3,196152.32,51319.04,144833.28,Profit
13355,48.31,62.97,4349,15275,94,273856.53,285730.19,-11873.66,Loss
4236,45.06,112.73,72,7212,89,8116.56,59192.32,-51075.76,Loss
16848,17.17,77.19,1683,18907,181,129910.77,155152.11,-25241.34,Loss
3352,42.02,72.17,4051,5007,157,292360.67,257082.02,35278.65,Profit
2932,28.32,30.67,4249,14437,94,130316.83,184700.68,-54383.85,Loss
11913,25.78,34.47,1455,12843,89,50153.85,106765.9,-56612.05,Loss
9556,19.15,58.93,1528,14535,59,90045.04,82852.2,7192.84,Profit
6498,31.14,47.38,1244,12033,152,58940.72,133269.16,-74328.44,Loss
11582,37.85,76.16,625,17079,166,47600,135317.25,-87717.25,Loss
18330,23.49,86.68,1656,15938,28,143542.08,87167.44,56374.64,Profit
14865,33.31,88.49,4419,14468,62,391037.31,207529.89,183507.42,Profit
10569,36.47,60.36,501,17990,51,30240.36,72330.47,-42090.11,Loss
18823,37,72.04,174,19673,7,12534.96,48434,-35899.04,Loss
5857,7.34,69.13,3504,10876,23,242231.52,53952.36,188279.16,Profit
1340,43.69,129.91,2414,1218,46,313602.74,131025.66,182577.08,Profit
12181,25.62,101.19,1916,7576,78,193880.04,107844.92,86035.12,Profit
17766,16.81,72.6,1733,4495,106,125815.8,104392.73,21423.07,Profit
9491,15.88,52.75,956,805,28,50429,39477.28,10951.72,Profit
1138,26.74,63.88,3584,9079,24,228945.92,118053.16,110892.76,Profit
1358,44.91,132.97,479,9416,7,63692.63,35785.89,27906.74,Profit
10714,22.03,26.92,2801,14677,112,75402.92,143097.03,-67694.11,Loss
2627,38.74,137.55,3875,13702,79,533006.25,205946.5,327059.75,Profit
16996,9.36,76.13,411,3096,177,31289.43,112438.96,-81149.53,Loss
6004,26.42,94.85,4941,15341,3,468653.85,153386.22,315267.63,Profit
14283,49.63,54.39,481,19319,2,26161.59,58474.03,-32312.44,Loss
7652,39.67,100.62,2772,16288,7,278918.64,137405.24,141513.4,Profit
3151,14.47,63.46,3111,18787,121,197424.06,127454.17,69969.89,Profit
10429,27.56,39.03,3273,16383,21,127745.19,127515.88,229.31,Profit
15072,15.51,44.02,1680,10396,137,73953.6,120024.8,-46071.2,Loss
12927,23.43,112.57,4721,13876,140,531442.97,207416.03,324026.94,Profit
7905,40.1,95.55,319,15338,24,30480.45,48034.9,-17554.45,Loss
13452,39.71,81.64,1173,13357,33,95763.72,89888.83,5874.89,Profit
17212,15.26,23.46,3226,1783,43,75681.96,89723.76,-14041.8,Loss
19951,46.5,118.2,3442,15420,82,406844.4,236424,170420.4,Profit
2307,31.67,102.25,4583,747,118,468611.75,207197.61,261414.14,Profit
15852,22.1,83.89,1092,7142,5,91607.88,49627.2,41980.68,Profit
3660,27.59,79.11,1691,17865,123,133775.01,129679.69,4095.32,Profit
11403,32.23,76.17,2491,4863,71,189739.47,132050.93,57688.54,Profit
11238,30.2,89.93,3347,14451,89,300995.71,171268.4,129727.31,Profit
7207,26.89,51,1433,18449,142,73083,135189.37,-62106.37,Loss
2140,27.72,121.9,4046,19025,116,493207.4,191320.12,301887.28,Profit
2708,12.94,72.23,64,1235,164,4622.72,86771.16,-82148.44,Loss
4630,41.57,73.38,1724,11351,35,126507.12,105147.68,21359.44,Profit
11485,29.38,74.9,3667,14906,108,274658.3,188127.46,86530.84,Profit
13021,10.9,91.66,1530,15428,178,140239.8,134126,6113.8,Profit
17859,39.48,56.48,1795,17332,79,101381.6,145557.6,-44176,Loss
8684,46.96,76.95,3096,8034,11,238237.2,167606.16,70631.04,Profit
2207,47.63,115.9,4260,2335,152,493734,283445.8,210288.2,Profit
14331,21.61,53.84,1025,5215,75,55186,79196.25,-24010.25,Loss
2960,11.1,90.56,1735,1113,44,157121.6,45331.5,111790.1,Profit
1557,28.33,42.24,2133,1376,179,90097.92,152860.89,-62762.97,Loss
16883,10.07,86.58,2339,11267,145,202510.62,124203.73,78306.89,Profit
14893,47.03,54.8,1736,9825,125,95132.8,168862.08,-73729.28,Loss
1882,13.26,15.51,4208,1171,198,65266.08,157851.08,-92585,Loss
5761,16.37,106.29,558,2130,85,59309.82,59525.46,-215.64,Loss
6867,23.3,81.85,237,860,8,19398.45,17249.1,2149.35,Profit
13869,22.24,58.07,2832,15213,79,164454.24,131565.68,32888.56,Profit
8166,40.76,64.79,4238,11084,118,274580.02,250990.88,23589.14,Profit
13982,25.53,87.6,4150,4401,122,363540,185332.5,178207.5,Profit
8929,12.68,64.07,3559,17681,74,228025.13,108738.12,119287.01,Profit
6347,17.02,116.19,3567,18667,28,414449.73,99724.34,314725.39,Profit
8269,27.91,126.25,2122,15290,140,267902.5,152784.02,115118.48,Profit
14527,11.64,75.51,147,16950,171,11099.97,118688.08,-107588.11,Loss
3454,32.52,77.36,1341,15814,120,103739.76,122877.32,-19137.56,Loss
19330,30.46,80.08,3514,2590,165,281401.12,211456.44,69944.68,Profit
13991,37.16,105.73,1837,12207,108,194226.01,148460.92,45765.09,Profit
3808,47.2,58.26,733,1555,127,42704.58,103460.6,-60756.02,Loss
7642,46.05,79.56,1182,6756,63,94039.92,100329.1,-6289.18,Loss
4825,47.57,56.02,4172,14641,101,233715.44,268428.04,-34712.6,Loss
4536,16.01,24.27,3254,13246,93,78974.58,116378.54,-37403.96,Loss
16309,10.92,31.31,3173,3847,63,99346.63,86305.16,13041.47,Profit
4802,18.6,67.64,3886,9861,10,262849.04,91942.6,170906.44,Profit
19354,45.28,123.97,4926,14168,80,610676.22,296571.28,314104.94,Profit
7142,48.74,97.8,1664,4601,37,162739.2,111346.36,51392.84,Profit
10094,43.67,77.88,1091,8007,11,84967.08,71244.97,13722.11,Profit
1364,9.95,19.1,2915,15827,115,55676.5,103695.25,-48018.75,Loss
16688,47.63,103.11,904,9185,90,93211.44,113930.52,-20719.08,Loss
2863,24.05,51.91,2076,3679,19,107765.16,65969.8,41795.36,Profit
17499,5.42,67.3,2037,12535,52,137090.1,67074.54,70015.56,Profit
8084,24.91,122.65,2600,18247,118,318890,150097,168793,Profit
9016,7.07,19.09,289,15509,18,5517.01,35568.23,-30051.22,Loss
3384,29.47,51.47,539,12090,94,27742.33,78358.33,-50616,Loss
16072,20.23,68.07,3901,1556,32,265541.07,112545.23,152995.84,Profit
4935,26.3,123.19,1086,642,151,133784.34,109638.8,24145.54,Profit
14127,32.59,110,1388,12007,140,152680,141368.92,11311.08,Profit
15482,44.1,134.02,4830,10576,58,647316.6,268061,379255.6,Profit
8742,34.79,68.83,3319,19148,21,228446.77,153858.01,74588.76,Profit
17165,24.53,123.74,2604,18808,149,322218.96,174349.12,147869.84,Profit
3490,41.87,53.05,3550,12737,29,188327.5,179365.5,8962,Profit
14324,45.75,51.99,3912,2981,47,203384.88,219779,-16394.12,Loss
19108,10.39,96.09,1817,10582,140,174595.53,118568.63,56026.9,Profit
2137,28.94,121.74,4758,8396,58,579238.92,177229.52,402009.4,Profit
4420,17.8,27.77,211,7550,169,5859.47,100225.8,-94366.33,Loss
6845,7.12,19.35,705,6511,19,13641.75,27875.6,-14233.85,Loss
4906,35.08,39.36,3056,15830,140,120284.16,197940.48,-77656.32,Loss
13413,43.82,55.17,4766,11914,23,262940.22,245673.12,17267.1,Profit
1276,12.33,34.06,3556,4650,133,121117.36,116271.48,4845.88,Profit
19383,41.56,138.6,1306,16376,122,181011.6,151036.36,29975.24,Profit
18611,43.4,110.52,2208,7504,154,244028.16,198942.2,45085.96,Profit
7337,46.15,124.23,2001,9698,117,248584.23,167881.15,80703.08,Profit
12944,16.94,94.78,799,1720,63,75729.22,59699.06,16030.16,Profit
16906,45.68,99.65,758,5161,52,75534.7,82692.44,-7157.74,Loss
18079,19.43,99.38,1671,5366,10,166063.98,60912.53,105151.45,Profit
13306,29.86,89.84,4186,2297,86,376070.24,183596.96,192473.28,Profit
11503,7.27,39.41,4705,6474,167,185424.05,135682.35,49741.7,Profit
5208,6.97,63.52,515,13665,151,32712.8,97962.55,-65249.75,Loss
12590,37.42,91.24,4045,19755,11,369065.8,189208.9,179856.9,Profit
11886,25,107.52,1150,18501,95,123648,106637,17011,Profit
13866,16.53,114.72,1763,7505,72,202251.36,86513.39,115737.97,Profit
2088,13.57,55.26,4635,5112,128,256130.1,134096.95,122033.15,Profit
4363,35.15,111.73,166,18916,48,18547.18,53113.9,-34566.72,Loss
1024,5.02,15.9,2531,10365,92,40242.9,70094.62,-29851.72,Loss
10764,41.27,119.18,245,12391,16,29199.1,41266.15,-12067.05,Loss
10959,8.57,46.34,4764,10783,174,220763.76,149569.48,71194.28,Profit
13935,13.62,18.52,1524,5453,175,28224.48,127644.88,-99420.4,Loss
9068,22.38,59.34,2522,7551,95,149655.48,120561.36,29094.12,Profit
19619,26.82,88.27,4179,13045,48,368880.33,168744.78,200135.55,Profit
8295,20.97,33.78,3104,13748,197,104853.12,185633.88,-80780.76,Loss
9392,19.43,111.91,1324,17776,153,148168.84,129393.32,18775.52,Profit
12390,48.38,57.07,3759,17855,77,214526.13,250605.42,-36079.29,Loss
9448,33.87,126.94,388,16986,93,49252.72,86075.56,-36822.84,Loss
11433,6.05,77.06,3561,15639,104,274410.66,100616.05,173794.61,Profit
16038,24.36,58,4325,16008,81,250850,177903,72947,Profit
12528,44.38,84.06,4767,3746,37,400714.02,246333.46,154380.56,Profit
16743,18.57,92.91,3349,14465,102,311155.59,144398.93,166756.66,Profit
9605,9.26,69.81,1706,3917,191,119095.86,124819.56,-5723.7,Loss
3014,39.13,106.62,692,6945,29,73781.04,51536.96,22244.08,Profit
2381,32.27,71.8,1730,5917,58,124214,93125.1,31088.9,Profit
2098,30.66,79.95,1400,15994,94,111930,108016,3914,Profit
10101,7.41,106.41,668,13866,159,71081.88,108416.88,-37335,Loss
1187,11.32,33.5,1219,13802,86,40836.5,71788.08,-30951.58,Loss
12948,33.01,75.38,301,4159,110,22689.38,82043.01,-59353.63,Loss
11207,14.35,44.24,351,8006,196,15528.24,122249.85,-106721.61,Loss
3092,27.68,104.43,3191,6173,41,333236.13,118091.88,215144.25,Profit
19514,29.52,106.16,1616,2657,178,171554.56,158875.32,12679.24,Profit
6242,17.76,47.71,3214,17465,44,153339.94,102787.64,50552.3,Profit
9549,47.68,56.74,4007,1295,137,227357.18,270397.76,-43040.58,Loss
6185,42.91,45.04,2260,11889,187,101790.4,208550.6,-106760.2,Loss
16271,37.51,80.83,3202,18767,90,258817.66,200145.02,58672.64,Profit
6776,8.51,50.13,3709,12059,155,185932.17,127898.59,58033.58,Profit
13449,9.78,108.63,661,13990,109,71804.43,88403.58,-16599.15,Loss
8823,27.18,74.69,1993,6544,59,148857.17,99036.74,49820.43,Profit
16717,12.23,38.62,123,9501,110,4750.26,82722.29,-77972.03,Loss
8355,49.02,138.25,2923,1072,106,404104.75,205712.46,198392.29,Profit
7465,12.13,61.75,4687,1706,131,289422.25,131524.31,157897.94,Profit
13737,26.94,87.26,206,16783,7,17975.56,39569.64,-21594.08,Loss
18881,21.39,31.86,3608,13596,82,114950.88,150652.12,-35701.24,Loss
14324,33.77,72.68,305,19964,16,22167.4,52587.85,-30420.45,Loss
11350,10.81,105.29,3160,2960,49,332716.4,72969.6,259746.8,Profit
3555,24.36,83.72,1101,5425,121,92175.72,96300.36,-4124.64,Loss
3951,17.36,52.47,2467,19497,32,129443.49,82275.12,47168.37,Profit
18622,44.95,107.89,2306,2215,89,248794.34,168991.7,79802.64,Profit
5727,6.83,97.96,2684,14939,172,262924.64,124997.72,137926.92,Profit
6686,46.12,74.25,2946,2069,19,218740.5,154124.52,64615.98,Profit
4701,42.48,93.49,1941,17560,3,181464.09,106214.68,75249.41,Profit
3780,18.39,114.3,3733,13732,122,426681.9,147161.87,279520.03,Profit
18972,40.52,58.59,4461,10525,60,261369.99,240256.72,21113.27,Profit
3368,6.4,78.65,3514,15105,163,276376.1,122462.6,153913.5,Profit
16592,48.51,110.34,2541,3013,29,280373.94,157368.91,123005.03,Profit
1436,28.7,96.99,3789,9492,75,367495.11,157172.3,210322.81,Profit
3828,18.65,54.42,1825,9833,70,99316.5,82697.25,16619.25,Profit
2556,21.32,53.39,3986,16725,83,212812.54,145762.52,67050.02,Profit
14364,7.99,76.73,2020,14423,101,154994.6,95426.8,59567.8,Profit
16061,49.52,71.86,3769,19936,173,270840.34,309137.88,-38297.54,Loss
11576,6.77,49.32,4003,2531,155,197427.96,118707.31,78720.65,Profit
17566,34.47,54.1,2542,18392,197,137522.2,222080.74,-84558.54,Loss
8190,24.92,26.74,4715,9802,90,126079.1,180489.8,-54410.7,Loss
6565,47.7,144.74,698,4829,163,101028.52,126188.6,-25160.08,Loss
16369,16.07,59.81,1690,17796,147,101078.9,134823.3,-33744.4,Loss
2589,28.94,125.91,4484,5822,17,564580.44,146677.96,417902.48,Profit
1159,26.71,41.6,578,1555,35,24044.8,35652.38,-11607.58,Loss
13145,36.63,95.78,2151,7607,113,206022.78,156043.13,49979.65,Profit
16373,8.06,28.96,468,6170,158,13553.28,105315.08,-91761.8,Loss
7555,13.72,92.94,2402,12881,122,223241.88,114391.44,108850.44,Profit
17237,14.66,93.25,3559,14333,48,331876.75,107744.94,224131.81,Profit
10203,38.22,50.37,134,18634,185,6749.58,126458.48,-119708.9,Loss
9244,13.51,104.8,2349,8075,17,246175.2,57553.99,188621.21,Profit
15743,30.81,51.08,1801,11863,101,91995.08,133594.81,-41599.73,Loss
14333,14.69,76.37,4271,3512,15,326176.27,88085.99,238090.28,Profit
14341,43.77,142.35,2707,12254,128,385341.45,209080.39,176261.06,Profit
19691,47.4,135.76,4025,5638,112,546434,272114,274320,Profit
2228,28.33,124.03,2401,16698,14,297796.03,93946.33,203849.7,Profit
6590,20.85,55.77,3149,4891,142,175619.73,148137.65,27482.08,Profit
6585,15.53,26.98,1339,13312,173,36126.22,127191.67,-91065.45,Loss
10227,7.24,26.89,3173,13912,97,85321.97,95611.52,-10289.55,Loss
7046,17.08,67.63,2752,7822,166,186117.76,144872.16,41245.6,Profit
13237,34.44,113.97,693,10309,191,78981.21,142912.92,-63931.71,Loss
16649,29.01,44.88,2955,5724,119,132620.4,167597.55,-34977.15,Loss
5945,47.48,113.79,4117,8451,11,468473.43,215371.16,253102.27,Profit
8927,22.83,55.86,4113,14337,48,229752.18,141163.79,88588.39,Profit
13641,36.22,71,4719,11891,154,335049,273454.18,61594.82,Profit
16998,27.02,93.55,2972,13188,67,278030.6,143989.44,134041.16,Profit
14386,28.07,75.3,2071,10287,25,155946.3,95305.97,60640.33,Profit
8016,17.05,98.44,3674,2489,189,361668.56,167646.7,194021.86,Profit
15027,25.47,41.91,2920,3104,86,122377.2,135503.4,-13126.2,Loss
16920,26.19,105.39,3168,19291,110,333875.52,174180.92,159694.6,Profit
14752,36.8,44.16,186,563,154,8213.76,99159.8,-90946.04,Loss
19268,47.33,67.54,4275,12652,162,288733.5,315255.75,-26522.25,Loss
19193,19.82,85.78,1268,19696,90,108769.04,109020.76,-251.72,Loss
4167,6.9,92.54,1067,11513,9,98740.18,27542.3,71197.88,Profit
12989,27.33,53.35,3750,4527,40,200062.5,140003.5,60059,Profit
15087,29.5,62.89,4577,15459,7,287847.53,169067.5,118780.03,Profit
3437,12.58,66.75,3190,601,158,212932.5,123168.2,89764.3,Profit
16275,39.22,61.17,3579,11990,118,218927.43,227633.38,-8705.95,Loss
6276,49.32,130.62,2637,16556,194,344444.94,249888.84,94556.1,Profit
9859,47.56,125.15,2432,3635,158,304364.8,208159.92,96204.88,Profit
8818,13.87,29.25,2655,18064,196,77658.75,161706.85,-84048.1,Loss
5728,44.39,91.31,3137,6009,58,286439.47,179988.43,106451.04,Profit
6738,36.7,114.41,3577,3228,55,409244.57,168741.9,240502.67,Profit
6793,25.42,59.82,2607,8131,14,155950.74,88193.94,67756.8,Profit
5523,29.33,93.01,258,11384,118,23996.58,83474.14,-59477.56,Loss
6571,43.23,49.2,3860,17288,77,189912,229226.8,-39314.8,Loss
17209,26.61,87.87,4203,3373,165,369317.61,214923.83,154393.78,Profit
16246,21.79,37.9,2057,15991,124,77960.3,139059.03,-61098.73,Loss
11380,27.2,110.43,2913,3768,172,321682.59,180381.6,141300.99,Profit
3224,31.06,67.25,3426,19578,134,230398.5,196213.56,34184.94,Profit
9389,13.51,42.38,1418,10774,26,60094.84,52320.18,7774.66,Profit
16927,45.54,129.79,3850,19351,128,499691.5,275607,224084.5,Profit
12684,35.34,41.3,1087,16258,118,44893.1,126356.58,-81463.48,Loss
11640,33.5,73.76,4522,18805,142,333542.72,252932,80610.72,Profit
9662,9.48,47.11,2340,4459,136,110237.4,104304.2,5933.2,Profit
7361,32.19,61.39,1042,14394,24,63968.38,67296.98,-3328.6,Loss
2948,10.44,101.7,2988,5348,167,303879.6,122990.72,180888.88,Profit
13091,8.54,83.88,4560,11677,177,382492.8,152210.4,230282.4,Profit
12992,28.73,36.06,443,16190,85,15974.58,84409.39,-68434.81,Loss
7318,23.13,94.88,3736,1179,63,354471.68,126410.68,228061,Profit
13180,31.5,84.7,4874,17631,26,412827.8,197342,215485.8,Profit
1234,9.01,99.2,407,18205,10,40374.4,28106.07,12268.33,Profit
16372,24.39,56.37,4054,16442,106,228523.98,184691.06,43832.92,Profit
1522,12.87,70.71,1231,12842,117,87044.01,88706.97,-1662.96,Loss
13718,49.42,99.99,2115,5289,58,211478.85,152530.3,58948.55,Profit
10821,30.25,79.72,3952,1033,14,315053.44,138402,176651.44,Profit
6832,35.93,82.08,3468,18702,73,284653.44,186639.24,98014.2,Profit
13820,19.64,41,3179,16034,199,130339,191789.56,-61450.56,Loss
17211,9.26,85.08,204,19225,39,17356.32,57825.04,-40468.72,Loss
8122,48.91,94.59,3608,7194,122,341280.72,252783.28,88497.44,Profit
6842,17.88,113.77,1604,5506,159,182487.08,120527.52,61959.56,Profit
2316,24.07,50.89,536,5045,178,27277.04,109262.52,-81985.48,Loss
14200,34.24,102.83,1432,10160,144,147252.56,145391.68,1860.88,Profit
18508,6.11,100.24,2465,5407,72,247091.6,74976.15,172115.45,Profit
16206,41.46,108.14,1120,4985,112,121116.8,123626.2,-2509.4,Loss
19971,29.15,116.41,2304,1735,51,268208.64,114367.6,153841.04,Profit
2378,17.52,100.44,1556,11406,143,156284.64,112545.12,43739.52,Profit
2519,7.77,44.42,1925,10400,89,85508.5,72376.25,13132.25,Profit
8935,12.31,72.72,2240,16394,38,162892.8,71903.4,90989.4,Profit
7093,45.28,61.75,1120,1645,105,69160,111951.6,-42791.6,Loss
6355,35.87,89.89,240,14976,79,21573.6,69439.8,-47866.2,Loss
10083,16.25,40.06,189,1975,89,7571.34,59629.25,-52057.91,Loss
6574,7.95,82.58,4760,19805,71,393080.8,99721,293359.8,Profit
14324,36.08,89.36,4060,10547,90,362801.6,216355.8,146445.8,Profit
3257,30.76,72.47,3461,12656,72,250818.67,158373.36,92445.31,Profit
14411,23.2,50.81,3022,16176,149,153547.82,175197.4,-21649.58,Loss
16233,21.36,121.23,1564,2104,16,189603.72,59744.04,129859.68,Profit
16887,14.76,22.86,3170,15432,111,72466.2,134608.2,-62142,Loss
3005,35.13,40.44,4020,14093,67,162568.8,191820.6,-29251.8,Loss
19400,48.68,71.19,4769,11971,65,339505.11,296025.92,43479.19,Profit
11860,12.91,110.05,3574,5547,13,393318.7,70047.34,323271.36,Profit
11070,31.87,129.81,1395,10696,118,181084.95,125224.65,55860.3,Profit
10388,24.09,89.93,4232,8675,192,380583.76,217011.88,163571.88,Profit
19156,25.1,113.23,1967,15483,61,222723.41,114510.7,108212.71,Profit
19135,16.44,38.62,4427,2336,32,170970.74,110250.88,60719.86,Profit
15609,42.13,139.36,3960,14492,140,551865.6,266935.8,284929.8,Profit
17363,26.84,41.98,502,6976,95,21073.96,85312.68,-64238.72,Loss
17923,29.45,40.46,4192,16569,41,169608.32,178446.4,-8838.08,Loss
15823,18.71,30.82,1661,9816,194,51192.02,153716.31,-102524.29,Loss
18845,13.18,70.92,3217,18266,136,228149.64,147511.06,80638.58,Profit
9547,8.87,87.19,2128,10462,187,185540.32,132384.36,53155.96,Profit
12515,37.14,74.44,2631,3900,25,195851.64,126630.34,69221.3,Profit
1234,13.83,111.64,2114,14429,133,236006.96,111399.62,124607.34,Profit
15562,36.05,80.06,1308,19088,45,104718.48,104303.4,415.08,Profit
18932,22.57,38.46,4537,19898,130,174493.02,206230.09,-31737.07,Loss
8480,23.71,70.84,403,12994,170,28548.52,116029.13,-87480.61,Loss
5213,26.11,94.33,4450,10472,166,419768.5,214874.5,204894,Profit
11293,21.55,104.94,3686,2128,3,386808.84,94354.3,292454.54,Profit
2673,9.53,55.95,1613,7264,174,90247.35,112308.89,-22061.54,Loss
3100,18.93,78.7,761,10021,150,59890.7,102526.73,-42636.03,Loss
12849,34.87,62.34,3552,6245,104,221431.68,194952.24,26479.44,Profit
19199,34.96,99.91,2782,10251,33,277949.62,143208.72,134740.9,Profit
4841,17.88,116.49,4931,1790,32,574412.19,110797.28,463614.91,Profit
11197,25.7,31.56,906,19470,111,28593.36,109451.2,-80857.84,Loss
9016,13.71,102.48,4322,6623,17,442918.56,83393.62,359524.94,Profit
8011,14.47,71.14,1479,5430,120,105216.06,94842.13,10373.93,Profit
5493,6.04,32,2542,3050,82,81344,64896.68,16447.32,Profit
18058,45.35,140.88,3248,17839,184,457578.24,275193.8,182384.44,Profit
9578,14.48,63.33,3470,9271,3,219755.1,70594.6,149160.5,Profit
3158,15.24,49.08,2118,10629,70,103951.44,81065.32,22886.12,Profit
3064,17.58,36.55,4856,16840,177,177486.8,193772.48,-16285.68,Loss
4253,10.73,35.93,3541,18881,183,127228.13,152628.93,-25400.8,Loss
13828,33.77,117.22,201,7483,118,23561.22,87098.77,-63537.55,Loss
2401,8.38,70.21,3281,10357,31,230359.01,55752.78,174606.23,Profit
16193,11.04,102.45,2956,2630,149,302842.2,125957.24,176884.96,Profit
13096,34.01,57.97,3601,4240,16,208749.97,147806.01,60943.96,Profit
5214,20.28,33.27,1516,19384,17,50437.32,63842.48,-13405.16,Loss
12023,36.86,38.46,4241,5807,96,163108.86,222153.26,-59044.4,Loss
12950,30.08,81.36,3473,13404,129,282563.28,195321.84,87241.44,Profit
11704,16.52,116.35,4107,7267,112,477849.45,142818.64,335030.81,Profit
